frame,id,cx,cy,height,jersey_color
339,226,118,390,105,41
339,110,218,334,102,42
339,225,600,308,111,42
339,6,417,320,108,41
339,8,305,301,62,44
339,288,308,263,52,60
340,226,121,390,108,42
340,232,175,453,126,42
340,178,125,253,93,42
340,172,858,332,119,41
340,6,407,319,108,41
340,110,210,334,105,42
340,225,592,308,109,42
340,8,295,301,61,44
340,227,594,295,82,60
340,288,298,264,54,60
340,253,972,238,52,34
340,258,598,284,60,60
340,212,596,174,23,41
340,289,295,285,93,60
341,172,849,336,118,41
341,178,114,253,95,42
341,226,116,391,108,41
341,232,168,456,126,42
341,225,587,311,106,42
341,110,203,335,104,42
341,6,400,320,109,40
341,8,285,302,61,43
341,289,288,280,85,60
341,290,905,301,46,38
341,291,236,321,53,60
341,212,588,175,23,41
341,253,965,237,51,34
341,288,284,264,59,60
342,226,116,389,110,41
342,172,840,337,117,42
342,178,104,253,98,41
342,232,158,457,126,42
342,225,581,315,104,42
342,292,278,284,96,42
342,6,390,322,104,41
342,8,277,298,69,44
342,110,199,334,105,40
342,291,225,322,50,60
342,253,958,236,53,34
342,244,202,352,69,40
342,293,196,316,69,60
342,290,900,307,41,38
343,172,831,339,114,43
343,232,156,457,124,42
343,226,115,386,106,42
343,178,95,250,99,40
343,185,574,317,102,42
343,6,381,318,107,41
343,8,269,302,62,42
343,289,271,284,96,60
343,244,190,347,74,40
343,110,186,330,103,40
343,291,213,319,44,60
343,258,585,297,64,60
343,253,950,239,50,34
344,172,823,340,113,43
344,232,152,460,122,42
344,185,570,320,101,43
344,226,118,385,104,42
344,178,89,251,101,40
344,8,262,305,60,44
344,6,370,320,108,41
344,244,180,316,73,41
344,110,196,343,83,37
344,289,265,286,96,60
344,253,944,238,59,34
344,258,583,300,60,60
344,291,171,324,53,60
344,290,886,316,37,33
345,232,148,461,120,43
345,185,567,320,100,42
345,178,81,252,100,42
345,172,817,339,113,42
345,6,365,321,110,41
345,292,256,287,97,41
345,226,124,389,108,41
345,110,190,343,83,40
345,294,135,387,104,60
345,245,176,328,76,60
345,245,182,317,76,60
345,253,939,241,53,34
345,295,182,329,101,60
345,212,560,177,23,41
345,290,878,318,38,38
346,172,812,336,111,40
346,232,144,460,121,43
346,185,568,318,101,42
346,178,66,251,100,42
346,6,355,319,110,41
346,292,252,285,97,41
346,296,144,483,74,43
346,294,146,387,101,60
346,245,184,346,72,60
346,295,183,329,103,60
346,291,162,327,47,60
346,245,181,309,63,60
346,297,146,371,70,60
346,212,555,175,23,41
346,245,160,333,58,60
347,232,140,463,122,42
347,6,347,321,111,41
347,178,63,254,99,43
347,172,807,338,108,43
347,185,569,318,98,42
347,292,246,288,98,42
347,298,152,326,50,41
347,110,180,345,81,40
347,293,178,319,77,60
347,299,945,223,34,30
347,288,246,275,70,60
347,300,150,372,55,175
347,253,928,242,55,36
348,232,136,460,125,42
348,178,52,255,96,42
348,172,803,335,111,43
348,6,337,321,110,43
348,185,571,315,99,42
348,292,241,288,98,41
348,301,175,332,104,41
348,294,157,392,108,60
348,298,144,316,49,39
348,290,866,321,34,36
348,178,38,256,94,42
348,212,545,178,25,41
348,253,925,240,55,36
349,178,47,255,95,42
349,232,135,461,123,42
349,172,797,335,112,38
349,6,331,321,108,41
349,185,575,314,100,42
349,292,236,288,97,42
349,290,863,323,33,36
349,298,135,316,51,40
349,302,174,333,102,105
349,291,152,324,46,60
349,303,175,356,54,11
349,294,162,392,109,60
349,304,926,324,36,30
349,297,162,377,79,60
349,245,172,316,71,60
350,232,132,462,123,42
350,172,791,336,113,43
350,6,325,325,108,41
350,178,42,257,97,42
350,226,170,387,105,40
350,185,576,314,105,42
350,290,859,326,31,37
350,292,231,290,100,42
350,298,148,327,47,38
350,291,133,318,47,60
350,245,169,317,70,60
350,288,233,274,67,60
350,304,922,328,36,33
351,6,319,325,108,41
351,178,40,257,96,42
351,172,786,335,115,40
351,185,576,312,108,41
351,226,173,389,112,41
351,296,130,493,60,43
351,305,130,438,78,60
351,292,227,290,100,42
351,244,138,313,65,39
351,290,854,327,27,40
351,245,166,311,61,60
351,245,167,357,52,60
351,212,533,180,22,41
352,185,576,309,111,42
352,178,39,255,98,42
352,306,314,324,104,105
352,226,185,388,113,42
352,172,781,334,113,40
352,296,130,491,59,43
352,292,223,289,98,41
352,307,131,457,119,60
352,295,162,329,105,60
352,293,134,313,64,60
352,305,131,438,85,60
352,290,850,326,27,40
352,244,129,314,59,41
352,212,530,177,23,41
353,185,578,308,111,42
353,172,776,335,113,41
353,178,36,255,97,42
353,226,198,392,112,42
353,301,161,330,109,42
353,306,310,321,97,105
353,296,133,493,60,43
353,292,221,289,99,41
353,307,132,458,119,60
353,178,26,255,98,40
353,293,131,310,68,60
353,258,591,282,56,60
353,290,849,327,27,39
353,212,528,178,23,41
353,308,305,355,46,60
353,253,907,244,51,36
354,172,772,339,113,40
354,185,579,311,107,40
354,232,134,466,126,41
354,6,306,328,101,43
354,301,161,335,107,40
354,226,204,401,109,41
354,178,32,260,97,42
354,309,20,260,96,60
354,293,128,312,69,60
354,292,218,288,87,41
354,212,525,183,24,41
354,290,846,328,31,40
354,110,216,311,77,44
354,110,215,323,66,44
354,253,907,243,61,36
354,310,1151,308,31,34
355,172,768,342,112,40
355,185,581,311,105,42
355,244,124,312,73,39
355,301,157,335,109,42
355,178,32,262,93,41
355,232,132,465,123,41
355,311,134,491,75,43
355,306,301,322,82,105
355,292,216,295,98,41
355,226,208,403,108,42
355,290,845,331,30,35
355,288,215,275,58,60
355,212,522,184,23,41
355,8,215,310,69,43
355,304,915,333,32,40
355,280,308,362,47,42
356,172,763,339,109,40
356,178,30,260,89,40
356,244,122,307,77,40
356,226,218,399,112,42
356,290,844,327,33,35
356,301,156,334,109,42
356,8,210,312,60,41
356,288,212,273,59,60
356,232,131,461,118,41
356,185,584,310,103,40
356,296,133,491,72,42
356,6,296,329,100,42
356,305,130,440,76,60
356,310,1149,307,33,34
356,258,594,287,57,60
356,312,768,367,52,41
356,227,592,298,78,60
356,212,519,183,24,41
356,313,581,330,64,43
357,185,593,310,105,42
357,172,759,338,105,40
357,301,154,334,107,40
357,178,27,260,83,40
357,290,843,326,34,40
357,292,210,292,101,41
357,226,226,395,114,42
357,232,135,465,126,41
357,244,119,302,85,40
357,306,293,313,69,104
357,309,18,260,82,60
357,256,217,432,46,41
357,212,517,182,25,41
358,172,754,342,103,40
358,226,230,400,113,42
358,185,599,315,104,42
358,232,136,471,124,41
358,178,27,265,82,42
358,244,151,339,106,40
358,296,137,488,87,41
358,292,209,297,101,41
358,290,844,330,33,40
358,6,294,329,93,42
358,314,117,305,76,39
358,212,515,186,24,39
358,298,117,291,53,39
358,304,913,334,30,41
358,305,128,443,69,60
359,232,138,473,124,42
359,226,237,401,110,40
359,185,601,317,102,43
359,178,27,270,85,40
359,172,746,343,99,44
359,314,117,307,77,40
359,244,151,342,107,42
359,306,287,325,72,104
359,8,206,287,73,41
359,8,203,319,64,41
359,212,513,190,24,41
359,308,292,365,47,60
359,280,298,369,43,40
360,232,136,472,123,42
360,178,28,268,85,40
360,226,245,394,109,40
360,172,742,343,104,41
360,185,602,312,102,43
360,244,150,340,107,41
360,314,117,305,80,40
360,306,285,320,64,104
360,292,206,298,98,42
360,288,201,317,65,60
360,288,206,281,64,60
360,290,841,332,33,35
361,232,134,466,125,42
361,185,605,306,109,42
361,178,30,262,86,42
361,226,254,391,112,40
361,244,149,335,105,40
361,172,739,328,96,40
361,315,283,319,73,43
361,314,117,297,80,38
361,292,204,294,100,41
361,290,841,327,34,33
361,288,202,307,73,60
361,308,291,357,44,60
361,316,748,361,53,60
361,172,745,349,80,40
361,212,510,182,25,41
362,232,134,469,125,42
362,185,608,306,109,42
362,178,32,263,87,43
362,244,148,336,103,40
362,317,736,331,104,42
362,315,281,322,71,43
362,244,116,298,85,38
362,226,264,397,120,42
362,292,203,292,95,41
362,288,203,278,66,60
362,288,200,308,78,60
362,290,840,329,32,33
362,212,510,185,26,41
362,318,741,355,71,60
362,308,293,359,41,60
363,232,135,476,124,42
363,317,733,340,112,42
363,185,611,310,103,42
363,178,34,270,88,43
363,244,143,340,106,40
363,315,279,330,72,43
363,295,122,302,89,60
363,8,202,280,57,41
363,8,198,321,64,41
363,226,281,403,110,41
363,212,509,190,25,41
363,308,293,369,41,60
363,290,838,338,30,36
364,185,616,312,104,42
364,232,138,475,124,42
364,317,730,339,112,42
364,306,278,329,67,100
364,292,202,305,102,41
364,244,144,341,106,40
364,295,126,300,89,60
364,311,138,503,68,43
364,178,22,276,79,40
364,178,36,272,87,43
364,226,295,403,109,42
364,212,508,192,25,41
364,226,285,402,111,41
365,232,141,475,123,42
365,317,727,337,109,42
365,185,622,312,103,42
365,296,142,499,76,42
365,315,279,329,64,41
365,244,146,341,105,40
365,314,128,295,84,42
365,226,309,402,114,42
365,292,200,305,100,42
365,178,32,275,81,40
365,309,43,272,86,60
365,212,509,192,25,41
366,317,724,336,109,42
366,185,626,311,101,42
366,232,144,474,124,42
366,314,131,293,84,42
366,226,315,400,116,41
366,178,42,270,89,40
366,244,145,340,104,40
366,292,200,303,99,41
366,315,278,331,70,43
366,178,32,271,85,40
366,296,144,493,84,43
366,212,509,192,24,41
367,226,325,393,111,41
367,317,716,336,108,42
367,185,631,311,103,43
367,178,46,267,89,41
367,292,199,301,102,41
367,314,134,290,85,38
367,232,149,471,126,42
367,244,145,338,104,40
367,178,31,267,87,41
367,315,277,329,71,43
367,212,509,189,23,41
367,290,838,335,30,38
367,288,198,312,77,60
368,226,335,396,111,42
368,317,704,336,109,43
368,232,152,474,126,43
368,178,41,268,93,41
368,185,636,311,105,43
368,292,198,302,101,41
368,244,147,339,103,39
368,315,275,329,67,43
368,293,137,292,84,60
368,319,137,281,63,60
368,291,130,315,50,60
368,212,509,191,24,41
368,288,198,315,75,60
368,290,842,337,32,38
369,232,158,478,127,42
369,317,702,340,107,43
369,178,56,272,92,41
369,185,641,311,105,42
369,178,44,273,90,41
369,226,347,403,112,42
369,244,145,343,104,40
369,292,199,307,96,41
369,315,275,333,63,41
369,8,197,329,56,40
369,293,142,295,82,60
369,291,131,318,52,60
369,291,127,318,48,60
369,212,509,195,25,41
369,291,143,284,58,60
370,317,697,339,111,43
370,232,159,478,126,43
370,185,645,308,103,41
370,178,61,271,91,41
370,226,353,404,112,41
370,244,140,342,105,42
370,178,50,276,82,41
370,292,198,307,96,41
370,8,197,329,56,40
370,291,146,284,64,60
370,212,509,195,24,41
370,315,275,333,65,44
370,291,137,328,73,60
370,290,847,341,36,40
370,309,74,265,79,60
371,232,160,474,128,43
371,178,68,268,91,41
371,185,649,305,104,41
371,317,694,335,112,43
371,292,198,305,100,41
371,244,141,339,104,41
371,301,142,289,86,42
371,226,364,397,107,42
371,315,274,331,65,43
371,320,368,427,58,43
371,212,509,193,24,41
371,321,369,402,107,60
373,322,62,324,85,21
374,323,144,329,89,11
375,322,95,333,81,24
