frame,id,cx,cy,height,jersey_color
163,6,666,329,93,42
163,123,1182,308,79,43
163,87,884,385,96,41
163,137,1042,255,83,42
163,90,1099,273,85,41
163,8,693,211,67,42
163,32,469,295,79,41
163,7,99,167,56,43
163,81,148,292,83,42
163,3,360,283,75,41
164,81,141,292,83,42
164,137,1039,256,81,42
164,1,339,420,97,41
164,6,664,325,86,43
164,126,549,354,85,42
164,110,753,274,75,41
164,123,1184,308,79,43
164,87,893,384,96,41
164,8,688,210,66,42
164,32,463,293,81,41
164,90,1098,273,86,41
164,3,361,283,74,41
164,7,91,167,60,42
165,1,335,421,96,41
165,137,1036,257,79,42
165,6,667,323,85,43
165,110,742,276,73,42
165,126,542,353,89,42
165,81,137,292,83,42
165,32,456,290,78,41
165,123,1185,308,80,42
165,8,687,210,68,42
165,87,896,384,98,41
165,7,82,168,61,42
165,90,1093,272,87,41
165,3,356,283,76,41
166,126,537,351,88,42
166,90,1087,271,87,41
166,110,730,277,71,41
166,6,669,324,88,43
166,81,137,293,82,42
166,32,451,287,76,41
166,137,1031,257,79,43
166,123,1183,308,81,42
166,7,76,167,61,42
166,3,351,283,78,41
166,1,333,422,94,41
166,8,685,211,68,42
166,87,895,382,101,41
167,137,1022,258,80,43
167,90,1083,271,87,42
167,87,895,378,98,41
167,126,531,348,89,42
167,1,326,421,95,41
167,3,345,281,76,42
167,123,1178,310,82,44
167,32,447,285,74,42
167,7,69,168,62,42
167,81,136,293,82,41
167,6,678,324,87,43
167,110,721,277,71,41
167,8,683,211,67,42
168,137,1012,258,80,42
168,87,897,376,96,41
168,90,1080,271,87,42
168,123,1174,310,81,42
168,126,526,347,88,42
168,3,341,281,77,42
168,1,320,420,96,41
168,32,445,285,75,42
168,110,709,276,68,41
168,6,672,324,88,42
168,7,64,168,61,43
168,8,678,212,67,42
168,81,131,292,84,41
168,139,730,307,11,41
169,1,315,420,98,41
169,137,1003,257,80,42
169,126,523,347,86,42
169,81,123,290,85,42
169,123,1172,312,81,42
169,3,338,282,78,41
169,87,903,376,99,41
169,90,1075,272,85,42
169,110,699,273,63,40
169,7,59,168,59,43
169,32,441,285,74,42
169,8,676,212,66,42
169,6,676,324,89,42
169,139,721,307,11,41
170,1,310,419,97,41
170,123,1172,312,81,43
170,137,998,256,81,42
170,126,520,347,87,42
170,7,57,168,59,43
170,6,674,323,90,42
170,3,334,282,77,41
170,8,672,211,66,42
170,87,913,378,103,41
170,32,435,284,78,42
170,81,117,290,86,42
170,90,1073,272,84,42
170,110,689,270,56,39
170,139,713,308,12,41
171,1,307,420,98,41
171,8,666,210,68,41
171,123,1172,312,79,43
171,7,49,168,61,43
171,137,995,256,82,42
171,3,329,283,76,41
171,87,911,379,101,41
171,110,676,275,69,40
171,6,675,320,90,42
171,32,428,283,80,42
171,90,1072,272,84,41
171,126,519,344,78,42
171,87,905,378,101,41
171,140,520,367,47,42
171,81,113,287,85,42
171,126,519,353,75,42
171,81,113,287,84,42
172,81,109,287,84,42
172,123,1172,312,79,42
172,8,663,209,66,42
172,1,304,421,96,41
172,137,992,254,85,42
172,6,671,316,86,42
172,90,1067,271,84,42
172,32,421,280,81,42
172,3,330,283,78,41
172,126,517,348,87,42
172,7,40,169,62,42
172,87,912,379,99,41
172,141,668,275,68,60
172,119,38,90,50,36
173,32,415,278,79,43
173,123,1168,312,81,42
173,7,32,169,63,42
173,1,304,421,97,41
173,87,915,379,101,41
173,90,1062,271,86,42
173,81,107,288,84,42
173,126,509,349,84,42
173,137,990,254,84,42
173,6,674,313,87,41
173,8,659,211,70,42
173,3,328,283,78,41
173,110,660,276,69,42
173,119,27,90,50,38
174,87,914,376,99,41
174,123,1163,311,81,42
174,32,411,275,77,43
174,126,503,347,86,42
174,1,302,422,97,41
174,7,26,170,64,42
174,90,1057,271,88,42
174,3,324,282,80,41
174,6,685,313,85,41
174,137,986,252,87,42
174,81,108,288,85,41
174,110,650,276,68,42
174,8,656,211,67,42
174,119,15,86,59,38
175,123,1159,311,82,42
175,3,318,281,78,42
175,32,407,274,74,42
175,126,498,345,88,43
175,90,1055,270,87,42
175,87,914,374,99,41
175,1,304,422,98,41
175,7,19,171,62,42
175,110,641,275,69,42
175,6,685,315,89,41
175,8,656,210,65,42
175,137,981,252,86,42
175,81,105,288,85,41
175,142,8,84,58,130
175,138,940,398,46,39
176,123,1157,310,83,42
176,1,297,420,101,41
176,3,313,279,78,41
176,126,496,342,85,43
176,90,1052,271,86,42
176,110,629,275,71,42
176,32,405,274,73,42
176,137,976,252,86,42
176,81,99,288,86,40
176,8,657,210,64,42
176,87,918,372,97,41
176,7,15,171,62,42
176,6,684,315,89,42
176,94,662,305,51,40
177,123,1157,310,83,42
177,3,310,280,77,41
177,1,292,420,103,41
177,126,492,342,83,43
177,81,92,286,87,41
177,110,621,274,70,42
177,87,934,374,101,41
177,90,1052,271,84,42
177,6,680,316,92,42
177,137,970,252,85,42
177,7,11,171,63,41
177,32,404,275,74,42
177,8,652,209,64,40
177,143,649,309,12,40
177,144,892,397,18,41
178,1,288,418,100,41
178,126,488,343,83,42
178,3,309,281,78,41
178,90,1048,271,85,42
178,137,965,253,83,43
178,123,1159,309,84,42
178,8,645,208,64,42
178,87,920,376,100,41
178,6,680,315,94,41
178,110,611,273,73,42
178,7,8,167,57,41
178,32,399,273,76,42
178,81,89,284,86,41
179,6,681,313,95,41
179,1,286,417,100,41
179,137,959,255,81,42
179,90,1042,270,85,42
179,8,640,208,69,42
179,3,304,282,78,41
179,32,393,272,81,42
179,87,928,376,101,41
179,123,1161,309,88,43
179,7,5,164,53,42
179,110,605,273,73,40
179,126,489,343,84,40
179,81,86,281,83,41
179,81,86,281,83,41
180,90,1035,269,85,41
180,6,677,308,89,41
180,1,284,418,99,41
180,137,954,255,79,42
180,81,81,282,84,41
180,8,638,208,67,42
180,87,936,375,100,40
180,32,388,271,83,42
180,126,490,343,86,42
180,3,301,282,78,41
180,123,1156,308,89,42
180,143,623,310,13,41
180,110,600,273,73,40
180,143,584,289,12,42
181,90,1031,269,85,41
181,6,679,307,88,41
181,8,636,209,68,42
181,87,933,374,103,41
181,137,947,256,76,42
181,32,384,268,78,42
181,1,284,419,99,41
181,126,485,342,90,42
181,81,77,283,84,41
181,123,1149,307,87,42
181,110,595,274,68,38
181,3,303,281,78,42
181,3,298,285,71,41
181,145,295,303,35,41
181,146,1159,287,44,60
181,147,1156,294,60,60
182,87,932,372,103,41
182,137,939,256,78,42
182,6,678,306,87,41
182,32,381,265,76,41
182,126,480,340,92,42
182,90,1027,269,83,42
182,8,633,211,68,42
182,123,1148,308,86,42
182,3,299,281,81,42
182,1,283,420,100,41
182,110,587,277,72,41
182,81,78,283,84,41
182,81,79,283,84,41
183,126,474,337,89,42
183,87,932,367,97,41
183,123,1148,308,86,40
183,6,680,308,88,41
183,137,931,256,75,42
183,32,376,262,73,42
183,1,285,420,98,41
183,3,293,279,81,42
183,90,1025,270,82,42
183,8,630,211,69,42
183,110,583,277,69,42
183,81,78,282,85,41
183,143,627,310,12,40
183,81,77,282,85,41
184,126,470,335,88,42
184,3,287,279,80,42
184,87,936,368,99,40
184,123,1148,308,85,41
184,1,279,419,101,41
184,6,684,308,89,41
184,32,373,263,75,42
184,8,629,211,67,42
184,110,577,278,69,40
184,90,1023,271,80,42
184,137,925,257,70,41
184,148,944,261,64,60
184,81,71,282,86,41
184,81,71,282,87,41
184,148,936,259,68,60
185,3,281,280,80,42
185,81,64,281,87,41
185,87,936,370,102,42
185,110,571,279,70,42
185,1,273,419,102,41
185,126,466,333,85,42
185,137,925,256,73,42
185,123,1147,310,84,41
185,8,626,211,68,42
185,90,1015,270,81,42
185,32,370,265,76,42
185,6,681,309,89,41
186,1,267,418,101,41
186,81,57,277,81,41
186,3,278,281,80,42
186,90,1007,270,81,42
186,87,938,370,101,41
186,126,460,335,87,42
186,8,618,209,68,42
186,137,923,256,73,42
186,6,681,309,92,41
186,110,560,279,71,42
186,123,1139,309,83,41
186,32,364,265,76,41
187,1,262,418,101,41
187,123,1129,310,85,41
187,90,997,270,81,42
187,126,455,336,85,42
187,8,610,209,69,42
187,6,672,307,92,41
187,110,543,280,72,42
187,32,355,264,78,41
187,3,276,282,79,42
187,87,941,370,102,40
187,137,918,258,74,42
187,81,51,277,82,41
187,139,716,317,12,42
188,90,990,269,79,42
188,6,663,304,86,41
188,123,1122,310,84,41
188,1,257,419,101,41
188,87,936,370,104,42
188,8,604,210,69,42
188,137,909,257,73,42
188,32,344,263,76,42
188,110,527,283,78,40
188,3,268,284,78,42
188,81,43,278,84,41
188,126,449,332,74,42
188,139,736,321,11,42
188,149,451,355,51,40
189,6,660,304,87,41
189,1,249,421,102,41
189,90,983,269,77,42
189,87,932,368,102,42
189,137,900,259,74,42
189,81,39,279,83,41
189,32,334,262,78,43
189,110,512,284,77,39
189,8,598,211,70,42
189,3,258,285,80,43
189,123,1117,314,76,41
189,126,444,337,85,41
189,146,1130,295,53,60
190,137,891,259,75,42
190,87,927,365,98,42
190,32,328,261,77,43
190,1,244,422,99,41
190,8,590,212,68,42
190,6,657,303,85,42
190,110,498,285,78,40
190,123,1112,312,82,41
190,126,434,338,90,42
190,90,980,270,76,41
190,3,251,285,81,43
190,114,773,331,11,43
190,81,35,280,83,41
191,87,926,365,97,42
191,126,423,335,90,42
191,137,882,260,74,42
191,32,318,260,75,42
191,81,24,280,85,41
191,110,482,285,77,40
191,6,653,306,86,41
191,90,978,269,77,41
191,1,240,422,99,42
191,123,1110,312,79,41
191,8,583,213,67,42
191,3,241,285,82,43
191,114,791,338,12,43
191,123,1119,308,74,42
192,126,412,333,89,43
192,137,875,261,74,42
192,1,232,423,102,42
192,87,920,365,99,43
192,32,306,261,76,42
192,110,465,285,77,39
192,3,229,282,80,43
192,90,965,269,81,41
192,81,18,274,75,39
192,6,648,305,85,41
192,123,1111,312,80,41
192,8,579,213,65,43
192,114,807,346,14,41
193,126,404,332,87,43
193,87,920,367,97,42
193,3,217,281,80,43
193,90,953,269,82,42
193,1,222,422,104,42
193,81,14,274,77,38
193,32,292,261,75,41
193,8,568,213,65,42
193,110,450,285,77,40
193,6,643,306,86,41
193,114,823,352,13,43
193,123,1090,314,73,41
193,120,1108,302,63,60
193,123,1099,313,75,41
193,150,866,272,52,42
193,151,875,258,66,60
194,1,211,420,103,42
194,90,941,267,81,42
194,8,557,211,64,42
194,87,922,366,96,42
194,6,638,304,87,41
194,126,390,329,78,42
194,32,285,262,76,41
194,3,206,279,77,43
194,123,1082,312,78,41
194,137,862,260,75,42
194,110,432,286,77,39
194,81,11,275,82,41
194,114,836,356,13,43
194,120,1104,302,64,60
194,123,1099,307,75,41
194,152,420,369,8,41
195,87,913,365,99,42
195,1,200,420,104,42
195,6,628,303,92,41
195,8,546,212,66,42
195,90,932,266,79,42
195,123,1074,311,82,41
195,32,276,260,78,42
195,126,381,332,82,42
195,150,847,270,56,42
195,153,411,288,78,60
195,3,201,275,67,43
195,151,859,249,53,60
195,154,6,289,61,41
195,146,1097,291,44,60
196,87,903,362,100,42
196,6,618,300,86,41
196,123,1067,309,80,41
196,8,536,211,67,42
196,90,922,267,80,42
196,1,196,419,101,42
196,32,260,257,79,42
196,110,395,290,77,39
196,3,187,276,64,43
196,150,834,269,57,42
196,151,849,248,53,60
196,110,371,331,79,42
196,110,371,343,65,42
197,6,610,297,85,41
197,1,180,421,101,42
197,32,245,255,76,42
197,8,525,212,68,43
197,123,1062,311,81,41
197,87,894,359,98,42
197,90,913,268,81,42
197,126,377,289,71,42
197,137,824,260,69,42
197,3,178,283,72,43
197,126,368,335,82,42
197,155,186,302,43,44
197,110,363,326,67,40
197,150,842,268,51,41
197,110,356,327,65,40
197,137,829,252,63,42
197,151,837,252,62,60
197,137,837,266,57,41
198,87,886,357,98,42
198,6,600,296,83,41
198,32,229,253,77,42
198,123,1051,311,80,41
198,8,519,213,67,42
198,3,165,285,74,43
198,1,172,422,98,42
198,90,905,264,77,42
198,137,813,264,59,42
198,156,1272,435,57,41
198,126,352,332,85,42
198,157,354,291,72,60
198,151,830,245,52,60
198,87,897,357,97,42
199,32,216,251,74,42
199,1,164,423,98,43
199,87,890,356,99,42
199,6,593,297,83,41
199,8,503,213,67,43
199,3,152,282,70,43
199,90,892,263,76,42
199,110,330,294,79,42
199,137,803,263,63,42
199,158,336,344,57,42
199,159,1266,436,72,40
199,160,1040,321,57,41
199,161,877,300,12,43
199,157,350,315,58,60
199,162,1050,300,61,60
199,157,340,312,55,60
199,163,814,254,68,60
199,123,1044,303,66,41
200,1,149,424,100,42
200,3,136,286,78,43
200,6,587,298,84,42
200,164,1259,449,107,40
200,8,493,213,66,43
200,110,310,294,78,42
200,32,205,251,75,40
200,110,326,328,84,42
200,90,876,263,79,41
200,87,882,357,99,42
200,123,1032,319,60,41
200,137,793,259,71,42
200,165,1045,290,43,60
200,164,1270,451,110,40
200,151,805,251,61,60
200,162,1036,295,53,60
201,90,864,262,79,41
201,110,312,326,85,40
201,1,135,421,99,42
201,3,123,285,78,42
201,8,479,211,65,43
201,164,1252,446,108,40
201,6,580,297,84,42
201,110,292,299,86,42
201,32,190,252,75,40
201,137,786,255,72,41
201,123,1018,316,64,41
201,166,903,379,14,41
201,162,1036,292,53,60
201,87,865,358,97,42
201,87,870,355,92,42
202,164,1246,444,107,41
202,90,854,261,79,41
202,110,299,325,86,40
202,8,466,209,64,43
202,1,122,421,102,42
202,137,779,257,76,41
202,6,567,296,85,42
202,3,114,284,78,42
202,32,176,253,76,40
202,123,1006,311,65,41
202,167,280,290,67,42
202,144,908,380,15,42
202,87,866,347,81,42
202,110,277,298,82,41
202,168,860,383,45,42
202,162,1028,318,57,60
202,165,1026,285,43,60
202,87,864,356,99,42
203,164,1233,443,106,40
203,6,556,292,83,42
203,1,110,419,101,42
203,8,453,209,67,43
203,87,854,354,101,42
203,90,843,262,78,42
203,3,106,284,79,42
203,110,288,326,88,40
203,32,160,252,78,40
203,137,763,258,71,42
203,110,262,295,72,40
203,144,914,382,16,42
203,123,1000,309,70,41
203,162,1017,291,58,60
203,123,1021,311,68,41
203,123,1007,297,69,41
204,164,1219,440,103,40
204,1,101,420,100,42
204,87,843,351,99,42
204,110,275,325,87,40
204,6,545,290,81,42
204,3,82,286,80,42
204,32,143,249,79,40
204,110,245,298,79,41
204,90,834,262,78,41
204,137,748,258,73,42
204,8,447,210,68,43
204,144,919,385,16,42
204,123,1007,303,82,41
204,123,993,307,74,41
204,137,766,256,76,42
205,1,86,422,101,42
205,164,1205,436,100,41
205,87,832,350,100,42
205,137,737,257,76,41
205,32,126,247,77,40
205,3,72,286,77,42
205,6,538,289,79,43
205,8,438,210,68,42
205,110,265,327,85,41
205,90,825,261,80,41
205,110,226,298,78,40
205,123,982,314,63,41
205,144,923,388,14,43
205,169,411,225,11,47
205,165,998,282,40,60
206,164,1189,432,97,41
206,1,79,424,101,42
206,110,209,297,77,41
206,32,108,247,78,40
206,8,419,211,67,43
206,87,825,350,101,42
206,3,59,286,77,42
206,137,729,255,74,41
206,170,252,327,87,39
206,90,809,259,79,42
206,6,530,290,81,43
206,123,982,317,58,41
206,162,984,293,63,60
206,123,969,299,63,41
207,164,1168,429,101,41
207,32,92,246,78,42
207,110,192,298,78,41
207,1,69,425,100,42
207,3,44,287,81,42
207,6,519,291,81,43
207,87,816,349,99,42
207,90,793,259,84,42
207,137,717,257,74,41
207,8,409,211,66,43
207,170,236,326,86,41
207,123,963,314,62,41
207,148,973,287,55,60
207,171,969,302,80,60
208,164,1145,422,97,41
208,3,28,286,81,42
208,90,781,257,82,42
208,110,171,299,80,41
208,1,52,426,100,42
208,8,393,210,66,43
208,170,219,324,87,41
208,32,79,246,78,42
208,172,955,300,83,41
208,87,810,350,99,42
208,6,513,291,82,42
208,137,717,256,76,41
208,137,705,255,75,41
209,1,37,424,103,42
209,164,1122,418,96,41
209,110,203,323,88,41
209,173,154,300,80,41
209,90,771,256,82,42
209,3,20,282,75,42
209,8,378,208,64,42
209,32,59,247,78,41
209,172,941,299,85,42
209,6,495,298,68,42
209,137,696,257,74,41
209,87,808,350,94,42
209,174,929,399,18,41
209,175,802,372,56,42
209,176,505,278,60,60
209,87,802,360,80,42
210,164,1101,415,97,40
210,110,190,322,88,41
210,172,928,301,90,42
210,1,29,421,100,42
210,173,136,302,81,41
210,177,798,350,100,41
210,8,364,207,65,43
210,3,15,284,78,41
210,90,758,257,83,41
210,94,684,265,57,42
210,3,44,247,79,41
210,178,485,289,88,42
210,179,695,242,42,60
210,144,930,402,14,42
211,6,474,285,82,42
211,172,919,300,86,42
211,164,1081,414,98,40
211,173,121,303,80,41
211,1,25,420,100,42
211,110,176,322,89,41
211,8,352,208,67,42
211,90,746,257,81,41
211,3,31,246,77,41
211,177,785,349,102,41
211,94,672,263,59,42
211,3,6,285,82,42
211,141,684,242,55,60
212,6,468,282,81,42
212,164,1061,411,96,41
212,177,773,345,100,41
212,110,163,323,88,41
212,8,340,208,68,42
212,1,18,421,99,42
212,173,110,303,79,41
212,3,17,245,78,40
212,172,911,300,87,42
212,90,736,257,80,41
212,137,661,253,76,41
212,94,674,264,52,42
213,177,762,344,102,41
213,6,459,283,81,42
213,137,650,251,81,41
213,164,1040,406,97,41
213,8,329,210,68,42
213,3,11,239,70,42
213,172,901,301,86,42
213,173,93,302,77,41
213,1,11,422,99,42
213,90,723,255,80,41
213,180,152,336,59,41
213,110,152,322,81,41
213,144,931,409,17,42
214,164,1021,404,94,41
214,173,74,304,82,41
214,137,642,250,79,41
214,177,757,342,101,41
214,8,318,210,68,42
214,90,710,255,82,41
214,6,451,284,83,42
214,144,931,412,15,42
214,172,901,301,86,41
214,110,144,316,71,41
214,181,6,412,76,39
214,180,147,339,55,41
214,172,894,301,85,42
215,173,58,304,83,41
215,164,1003,402,93,41
215,90,701,252,79,41
215,137,633,251,80,41
215,110,134,323,87,41
215,177,758,343,102,41
215,8,311,210,67,42
215,6,447,285,84,42
215,182,893,287,61,41
215,144,931,415,13,42
215,182,883,317,52,42
215,183,725,363,14,39
216,164,987,402,92,41
216,81,44,304,83,41
216,110,119,323,90,41
216,90,692,250,77,41
216,8,298,209,68,42
216,182,876,313,58,42
216,184,885,287,62,60
216,177,743,343,102,41
216,137,623,253,75,42
216,6,439,286,81,42
216,144,931,418,14,42
216,185,742,370,47,40
217,110,106,321,90,41
217,164,974,401,90,41
217,81,32,305,85,41
217,8,287,209,68,42
217,150,864,310,61,42
217,90,683,251,79,41
217,186,428,296,62,42
217,187,444,266,53,60
217,188,735,327,64,39
217,184,878,281,55,60
217,185,739,368,52,39
217,94,625,265,52,41
217,94,620,240,56,42
217,94,614,247,68,42
217,94,610,256,58,42
217,144,931,420,14,44
218,81,24,307,84,41
218,6,420,279,82,42
218,110,96,319,88,41
218,8,277,206,67,42
218,150,860,310,60,41
218,177,733,343,99,40
218,90,672,251,79,41
218,137,611,252,82,41
218,164,961,396,83,41
218,172,874,291,78,42
218,182,872,275,47,42
219,110,87,318,88,41
219,172,855,294,89,42
219,6,415,278,81,42
219,164,948,397,93,41
219,8,268,207,69,42
219,81,19,307,83,41
219,137,603,250,81,42
219,90,663,250,79,40
219,177,724,343,100,39
219,189,936,398,95,60
220,164,934,395,96,41
220,110,78,319,87,41
220,172,849,295,88,42
220,81,13,301,71,40
220,177,713,340,102,41
220,137,593,250,83,42
220,8,260,209,72,42
220,90,654,246,73,40
220,164,920,396,99,41
220,186,421,285,62,41
220,153,426,278,78,60
220,186,424,265,55,41
221,172,841,297,89,42
221,164,920,392,98,41
221,137,584,249,83,42
221,110,70,320,87,41
221,90,643,247,81,42
221,177,707,337,98,41
221,8,258,209,70,42
221,6,418,280,80,42
221,81,7,298,70,41
222,164,906,388,95,42
222,137,579,248,81,42
222,172,836,298,90,42
222,177,701,335,97,41
222,90,635,245,78,42
222,8,247,209,68,42
222,6,408,279,83,42
222,110,64,321,86,41
223,164,890,386,94,41
223,172,835,298,92,42
223,110,56,320,89,41
223,177,694,336,98,40
223,90,626,244,77,41
223,137,573,249,81,42
223,8,239,208,69,42
223,6,402,280,82,42
224,164,874,386,96,41
224,6,394,279,83,42
224,110,44,319,91,41
224,172,829,297,93,42
224,8,230,207,68,42
224,137,566,251,82,42
224,90,615,243,77,40
224,177,693,337,97,41
224,190,1267,183,79,38
224,191,691,353,66,40
225,164,860,387,98,41
225,110,33,318,92,41
225,8,220,207,70,42
225,172,820,298,94,42
225,6,388,279,88,42
225,90,603,243,77,40
225,177,690,337,99,40
225,190,1259,181,73,40
225,94,561,263,58,41
225,166,881,413,14,36
225,94,570,241,61,43
226,110,29,316,89,41
226,172,813,297,92,42
226,8,212,207,71,42
226,6,382,275,85,42
226,164,848,385,95,41
226,190,1252,182,72,40
226,90,593,243,81,40
226,177,680,337,101,41
226,166,872,413,13,38
226,90,560,252,81,42
227,6,378,275,85,42
227,172,810,296,89,42
227,87,836,385,94,41
227,8,206,208,71,42
227,177,674,335,102,39
227,81,24,310,77,41
227,190,1241,182,71,40
227,90,584,242,80,41
227,90,552,253,82,42
227,192,48,355,10,41
227,166,863,413,16,41
228,177,668,332,97,39
228,6,379,276,84,42
228,87,826,383,89,41
228,190,1229,183,73,40
228,172,806,299,87,42
228,8,204,210,72,42
228,90,544,252,83,42
228,193,578,239,77,60
228,81,19,315,62,42
228,166,854,411,13,41
229,87,813,383,87,42
229,177,664,332,96,40
229,6,375,278,86,42
229,172,801,301,89,42
229,110,16,320,88,41
229,90,539,251,78,42
229,166,845,409,14,41
229,190,1220,183,74,39
229,8,193,211,71,42
229,90,570,239,79,42
229,194,1220,183,74,60
230,177,659,334,96,40
230,87,801,385,89,42
230,110,13,322,91,41
230,6,373,280,86,42
230,172,795,305,89,42
230,191,659,353,58,40
230,8,190,212,69,42
230,190,1212,183,76,40
230,90,560,244,86,41
230,190,1212,184,74,40
230,90,533,253,76,42
230,90,536,253,78,42
230,195,1047,106,19,38
230,166,837,409,16,41
231,87,792,384,90,41
231,8,185,213,71,42
231,172,792,307,83,42
231,6,373,282,87,42
231,177,656,328,82,37
231,190,1206,182,77,40
231,81,9,315,77,41
231,90,551,235,64,41
231,191,661,359,50,39
231,90,530,254,77,42
231,194,1206,184,76,60
231,193,536,253,77,60
231,176,539,249,70,60
231,90,550,256,74,41
231,195,1033,107,20,39
232,8,179,213,73,42
232,87,786,384,92,42
232,177,655,335,97,39
232,172,787,309,83,42
232,6,371,287,75,42
232,81,7,310,66,34
232,190,1196,183,78,40
232,94,542,267,57,43
232,176,544,236,66,60
232,194,1196,183,78,60
232,196,802,329,44,60
232,90,524,247,66,43
232,6,377,272,68,42
232,166,822,410,14,40
233,197,367,282,88,42
233,8,173,214,72,42
233,87,783,381,89,42
233,172,783,310,83,42
233,177,651,334,96,41
233,166,817,408,13,39
233,90,536,237,73,38
233,94,530,270,53,42
233,81,5,310,70,37
233,190,1188,183,79,40
233,194,1187,183,80,60
233,176,532,239,81,60
234,6,364,279,83,41
234,8,170,215,72,42
234,177,647,334,102,42
234,172,778,310,83,42
234,87,779,381,91,40
234,90,524,267,59,41
234,176,532,235,70,60
234,166,812,408,14,43
234,190,1181,184,79,40
234,195,997,110,17,39
234,166,811,410,16,43
235,8,166,216,73,42
235,6,365,281,84,42
235,177,644,330,94,42
235,87,775,381,94,41
235,172,777,311,84,42
235,90,524,229,61,40
235,90,518,268,58,41
235,190,1173,186,78,41
235,194,1173,185,79,60
236,177,640,330,96,42
236,190,1169,188,78,38
236,172,775,312,84,41
236,87,771,381,95,42
236,6,372,282,84,42
236,8,163,219,74,42
236,90,507,268,59,43
236,176,520,264,68,60
236,176,507,256,82,60
236,176,519,247,97,60
236,193,518,235,73,60
237,87,767,378,103,42
237,190,1164,190,75,36
237,172,782,306,72,42
237,8,162,221,72,42
237,177,638,330,93,41
237,178,514,255,81,42
237,193,506,236,70,60
237,6,377,288,80,42
237,176,522,253,85,60
237,90,500,267,55,43
237,166,794,410,14,42
237,198,376,272,62,60
238,87,763,379,94,42
238,190,1160,192,73,38
238,6,368,286,86,42
238,8,163,221,71,42
238,177,638,333,98,41
238,172,778,306,70,41
238,137,521,255,80,41
238,193,501,238,66,60
238,199,494,270,38,43
238,166,788,410,14,42
239,87,761,379,90,42
239,177,635,334,100,42
239,172,773,304,64,41
239,8,157,221,70,42
239,6,373,287,87,43
239,190,1158,194,73,37
239,137,494,243,78,40
239,137,515,255,75,40
239,199,523,281,36,40
239,199,518,278,41,40
239,200,520,282,31,40
239,166,783,408,16,43
239,194,1158,194,73,60
240,177,629,333,102,40
240,201,769,312,80,41
240,87,757,379,93,42
240,8,152,221,72,42
240,6,370,287,89,42
240,190,1152,197,72,38
240,137,487,242,77,42
240,193,512,248,56,60
240,90,513,273,54,41
240,190,1152,198,70,38
240,166,780,412,14,42
241,177,627,332,102,42
241,8,150,220,71,42
241,172,766,313,78,41
241,6,369,287,88,43
241,87,751,380,92,42
241,137,481,240,73,41
241,190,1145,199,72,38
241,137,510,261,81,41
241,166,774,411,13,41
241,194,1145,199,71,60
242,177,626,328,94,42
242,8,148,222,72,42
242,6,369,286,84,42
242,172,764,314,77,41
242,87,747,379,92,40
242,137,505,260,81,41
242,137,477,239,71,42
242,190,1136,200,71,38
243,6,374,286,85,42
243,172,761,318,78,41
243,87,743,377,92,42
243,177,622,329,94,42
243,8,147,224,73,42
243,137,501,261,82,40
243,137,474,240,70,41
243,190,1128,202,72,36
244,137,499,260,83,40
244,6,376,290,88,42
244,87,742,377,100,42
244,8,143,227,74,43
244,202,758,320,77,60
244,177,620,331,97,42
244,137,469,240,73,40
244,190,1119,202,73,36
244,203,893,121,19,38
244,194,1119,203,71,60
245,190,1113,203,74,36
245,137,501,260,80,41
245,137,463,241,74,41
245,87,737,374,92,42
245,8,145,229,73,42
245,177,620,332,97,41
245,202,758,321,75,60
245,6,378,293,87,43
245,203,884,123,18,39
246,190,1108,203,75,36
246,137,457,242,79,41
246,8,145,230,74,43
246,87,733,372,89,40
246,178,505,262,81,41
246,177,618,324,85,41
246,202,755,319,68,60
246,6,384,296,81,42
246,166,754,412,13,43
246,203,875,124,17,39
246,203,875,124,17,39
246,204,616,335,91,60
247,190,1104,206,73,40
247,8,142,232,76,41
247,177,614,329,100,42
247,137,454,244,83,41
247,87,731,373,91,44
247,205,383,307,63,42
247,172,753,321,72,41
247,178,502,262,81,43
247,206,393,275,49,60
248,190,1099,204,79,38
248,8,139,230,74,42
248,177,612,328,100,41
248,87,726,376,94,42
248,137,451,242,76,41
248,6,384,295,88,42
248,90,496,275,60,43
248,193,500,247,50,60
248,172,754,318,68,40
248,203,857,126,18,39
248,193,498,253,61,60
249,8,139,231,74,42
249,177,609,323,92,40
249,87,722,375,99,42
249,190,1093,204,81,38
249,137,450,243,76,41
249,90,498,275,62,42
249,172,756,322,76,41
249,207,408,316,38,43
249,187,396,276,51,60
249,193,502,248,52,60
249,6,384,292,76,42
249,205,384,306,56,42
249,166,746,412,14,43
250,87,720,375,102,42
250,177,608,324,93,41
250,8,147,232,75,42
250,190,1089,207,78,40
250,186,398,282,60,42
250,137,447,245,76,41
250,172,753,320,74,41
250,90,494,276,59,43
250,193,500,252,61,60
250,166,742,411,14,43
250,207,414,316,40,42
250,8,138,232,71,43
251,87,720,373,94,42
251,137,493,264,87,41
251,177,606,327,96,41
251,172,752,322,77,41
251,8,140,235,74,42
251,208,447,244,75,41
251,6,405,294,79,42
251,190,1085,208,82,36
251,153,402,286,64,60
251,209,422,333,9,40
251,194,1085,207,81,60
251,166,740,412,14,42
252,87,720,373,94,42
252,137,494,263,82,41
252,172,750,325,83,41
252,208,446,246,80,40
252,8,143,237,75,42
252,177,606,322,82,41
252,6,409,299,86,42
252,190,1083,210,81,36
252,204,608,336,84,60
